(0.4151110216218741+0j),(0.19492776623386548+0j),(0.36602881472936344+0j),(0.2544658543157915+0j),(0.14519631610229505+0j),(0.5301989775069711+0j),(0.005434869204196051+0j),(0.5373393505894478+0j)
(0.1592127254707381+0j),(0.20010556200220156+0j),(0.3907297494069522+0j),(0.2972974400146301+0j),(0.17950345616244248+0j),(0.44088899022391065+0j),(0.4831144458726894+0j),(0.48326949718277595+0j)
(0.07405568837060333+0j),(0.2729744935790009+0j),(0.11561984520528194+0j),(0.49935466975115333+0j),(0.7843732066957342+0j),(0.16505218258987014+0j),(0.026629382052721248+0j),(0.11868012352255418+0j)
(0.3666109665602376+0j),(0.41169155422351866+0j),(0.3020884606277637+0j),(0.0025615538374252535+0j),(0.49953021163319417+0j),(0.4686865944020216+0j),(0.36335696288558206+0j),(0.060138383686084915+0j)
(0.055391036525732434+0j),(0.4727373975040759+0j),(2.9142710123563224e-05+0j),(0.010387255582215302+0j),(0.1880620598814131+0j),(0.49556102781389283+0j),(0.48098159004397334+0j),(0.5109324118998713+0j)
(0.11708506213237163+0j),(0.2869497143038229+0j),(0.4001081398040917+0j),(0.5541800569603201+0j),(0.3472351306986454+0j),(0.5391061443395176+0j),(0.12589441135099755+0j),(0.09844702611576785+0j)
(0.2515382718932324+0j),(0.5253805623670417+0j),(0.5756293499716884+0j),(0.43827542964591354+0j),(0.10325475818530358+0j),(0.11623358876790656+0j),(0.2763850334343217+0j),(0.19159536196749472+0j)
(0.008464540142945029+0j),(0.550261957668621+0j),(0.04959352989948549+0j),(0.32582926010827823+0j),(0.173977729791496+0j),(0.2914298017206971+0j),(0.6859493322947898+0j),(0.052818919737443876+0j)
(0.41167587521384724+0j),(0.4844067143639113+0j),(0.35861596636203064+0j),(0.37019605832669+0j),(0.3053977860453306+0j),(0.32641761896411936+0j),(0.29532454763669247+0j),(0.20782136027672957+0j)
(0.03638549201189754+0j),(0.06943265767720722+0j),(0.4504608519749971+0j),(0.3529391462616519+0j),(0.5298888291767069+0j),(0.03958763311727092+0j),(0.5860638081297493+0j),(0.2013803434085753+0j)
(0.10593108092735173+0j),(0.302101458469978+0j),(0.46962903001729234+0j),(0.015067748813907038+0j),(0.6503647745871369+0j),(0.3729017598166138+0j),(0.006396771575291774+0j),(0.3386205410335907+0j)
(0.1124429657909775+0j),(0.6448835168165624+0j),(0.13426541349886928+0j),(0.32562100497897056+0j),(0.23519757290748355+0j),(0.08324694436160089+0j),(0.37099918740641663+0j),(0.49753114468700194+0j)
(0.32207619437985+0j),(0.5202881745349685+0j),(0.25753306068426124+0j),(0.34316102602221094+0j),(0.4010533133954016+0j),(0.41822803573619494+0j),(0.1546207136443986+0j),(0.2860390850526447+0j)
(0.501835452536102+0j),(0.4725457024635361+0j),(0.25823953210766093+0j),(0.38092780415677885+0j),(0.21613625345033888+0j),(0.10266972286147909+0j),(0.16266926046379088+0j),(0.4789058878218157+0j)
(0.18759411676883883+0j),(0.5531929382899289+0j),(0.5544764595501765+0j),(0.3369666560271264+0j),(0.07807327894679011+0j),(0.1419908187050232+0j),(0.26412613687249953+0j),(0.37653141070733426+0j)
(0.39703094893715013+0j),(0.3679742695206151+0j),(0.42804377378689845+0j),(0.44565781765921647+0j),(0.389575801102862+0j),(0.01847594780095937+0j),(0.26197746607509337+0j),(0.32308844246602747+0j)
(0.38114904798710325+0j),(0.5214539174240093+0j),(0.5263385360570356+0j),(0.035957481008633455+0j),(0.17027768852804684+0j),(0.407906941274222+0j),(0.20804128373817699+0j),(0.2565585324111343+0j)
(0.45483132139087523+0j),(0.4604057341951322+0j),(0.0285210096037616+0j),(0.19323670962052078+0j),(0.24508698927967168+0j),(0.08525021802564964+0j),(0.42435863086758235+0j),(0.5436779152116485+0j)
(0.05024199101369739+0j),(0.42158391294484376+0j),(0.48285904009743175+0j),(0.222845270550631+0j),(0.3869080076015141+0j),(0.5850276603892648+0j),(0.17496456364481494+0j),(0.11984202591898221+0j)
(0.3099740163957782+0j),(0.2799559185770626+0j),(0.48759059739465377+0j),(0.3240372620451698+0j),(0.3752536667911014+0j),(0.3247143661207382+0j),(0.3864442833238809+0j),(0.29530007929675545+0j)
(0.2599417515963166+0j),(0.45945868910793836+0j),(0.28556169283872473+0j),(0.4445033953052851+0j),(0.36739233537704546+0j),(0.04398310420671939+0j),(0.4746548544459837+0j),(0.28282570167297827+0j)
(0.4148859423083879+0j),(0.04402014804281367+0j),(0.10183658723808747+0j),(0.5387364903774194+0j),(0.28476040507012723+0j),(0.3596094748946807+0j),(0.058467643496021154+0j),(0.5581202888365384+0j)
(0.11987918739064449+0j),(0.3754899516264875+0j),(0.5190105025068676+0j),(0.24256775852651757+0j),(0.4163016590344185+0j),(0.23671297748147552+0j),(0.36325673126228747+0j),(0.3938650779629617+0j)
(0.2768265152330156+0j),(0.20988270543942739+0j),(0.07234891290244677+0j),(0.3883599609921386+0j),(0.5314070284449057+0j),(0.5868627939171253+0j),(0.3103705892144288+0j),(0.011279827446357011+0j)
(0.30280187333675623+0j),(0.46739638424332247+0j),(0.1548286135335762+0j),(0.5493973656634739+0j),(0.08337309976136592+0j),(0.5144511385756432+0j),(0.018267278759795225+0j),(0.30347576396549836+0j)
(0.48318905484895347+0j),(0.0901788248174861+0j),(0.3664557546084535+0j),(0.04958025811598613+0j),(0.5212187186507189+0j),(0.010915549124384673+0j),(0.012212157407975753+0j),(0.5913635566003979+0j)
(0.4923626294130156+0j),(0.21213565073094093+0j),(0.13929927329112607+0j),(0.4633340527980341+0j),(0.26974824686076526+0j),(0.1288862523932934+0j),(0.5176377902513415+0j),(0.3480949729427858+0j)
(0.263661916082887+0j),(0.3484028777719838+0j),(0.2899751987684155+0j),(0.3865881270822249+0j),(0.2857129489289091+0j),(0.3123148758555687+0j),(0.011221520850653978+0j),(0.6294945905005392+0j)
(0.08605512206772949+0j),(0.17556591725209664+0j),(0.2231832056146698+0j),(0.47252005385877643+0j),(0.3830906634836192+0j),(0.5645297267060009+0j),(0.10286292810743963+0j),(0.4611422007757359+0j)
(0.13853200636323973+0j),(0.3822092731392371+0j),(0.30061060832167164+0j),(0.6808803066017055+0j),(0.01725801923946808+0j),(0.117233885928519+0j),(0.4950129974585222+0j),(0.1472437913630041+0j)
(0.17470509605628448+0j),(0.3233673861425876+0j),(0.3832462173671438+0j),(0.20697131735027263+0j),(0.45535481553681467+0j),(0.48480229013891374+0j),(0.4216514712986352+0j),(0.23457545023837864+0j)
(0.4636380649991104+0j),(0.20400658133244373+0j),(0.4842537828002554+0j),(0.09471306961484874+0j),(0.2412391900733732+0j),(0.49266891695616094+0j),(0.44513336849714874+0j),(0.029766481704654638+0j)
(0.46502423287454003+0j),(0.1894533244769559+0j),(0.1709454509999186+0j),(0.1776588538643513+0j),(0.5516336878876599+0j),(0.016593435190044914+0j),(0.586150649893616+0j),(0.19729985563973323+0j)
(0.6242613880842798+0j),(0.05605736202578243+0j),(0.09991189382038015+0j),(0.20717036752751866+0j),(0.4777659623472783+0j),(0.03669111985814913+0j),(0.2148973710460768+0j),(0.5276986930673175+0j)
(0.3489201253574022+0j),(0.09243834035060013+0j),(0.20320631728522587+0j),(0.3036333734965726+0j),(0.06281337060392982+0j),(0.47587180852181454+0j),(0.4215453019717244+0j),(0.5728210254358571+0j)
(0.41148780750891883+0j),(0.5659486828636277+0j),(0.12512394741084376+0j),(0.24520751863171922+0j),(0.49849806112858835+0j),(0.2734702092254795+0j),(0.04889061320005869+0j),(0.3300311786564481+0j)
(0.3629618293751656+0j),(0.4924693881398152+0j),(0.5394882091200699+0j),(0.3439906852002348+0j),(0.05600180112838225+0j),(0.012934798666303392+0j),(0.44648701000982866+0j),(0.11705268909360672+0j)
(0.07779208808449369+0j),(0.12695779360568027+0j),(0.4155031255595291+0j),(0.08551971271305116+0j),(0.2416853102975405+0j),(0.5237413335236609+0j),(0.4741112539861605+0j),(0.49028092584851857+0j)
(0.04791445053499205+0j),(0.41218246174241663+0j),(0.5234648678234072+0j),(0.4431033967580652+0j),(0.1894423528204498+0j),(0.4494354493421075+0j),(0.34013699444465556+0j),(0.062289103707189195+0j)
(0.38682353881436604+0j),(0.4565896461757821+0j),(0.07409681041991062+0j),(0.11648275009381737+0j),(0.32203566152831314+0j),(0.33527230778810835+0j),(0.5864510174942857+0j),(0.25059048835651443+0j)
(0.3131147732584549+0j),(0.3673220251336261+0j),(0.07961017169925272+0j),(0.31598381752474675+0j),(0.40496067075493897+0j),(0.5760734745712617+0j),(0.29243684211185517+0j),(0.28191668389134195+0j)
(0.13477296067759661+0j),(0.06235885998014174+0j),(0.4315048688613105+0j),(0.00044749157209043774+0j),(0.4551127187425476+0j),(0.17438515282420786+0j),(0.4929405423918592+0j),(0.5578734829081881+0j)
(0.30286331403131866+0j),(0.28624197183221306+0j),(0.4049561761846442+0j),(0.14700096207411853+0j),(0.5160453538882886+0j),(0.5146714055357827+0j),(0.3308205669915319+0j),(0.010433053450578423+0j)
(0.0008882409457228548+0j),(0.3643977567092638+0j),(0.5223149381141261+0j),(0.15714997827624264+0j),(0.28982866308069255+0j),(0.4619533096195229+0j),(0.46470023304711094+0j),(0.2373955662565754+0j)
(0.4294810060025406+0j),(0.26202548410375254+0j),(0.530261892488091+0j),(0.18780835826913184+0j),(0.4403051919625146+0j),(0.26391674291550604+0j),(0.4049664370831504+0j),(0.054041952947169056+0j)
(0.07995407745315948+0j),(0.08889458127180935+0j),(0.3699627677326428+0j),(0.5213438491650993+0j),(0.5459542641358391+0j),(0.26468993173120836+0j),(0.010258840627337342+0j),(0.45694767539560804+0j)
(0.38600643468736817+0j),(0.3754431187393408+0j),(0.10012079428757233+0j),(0.39988479112801784+0j),(0.41341862105666854+0j),(0.4526874863791702+0j),(0.02002833665155067+0j),(0.40480541809273557+0j)
(0.4278857927664826+0j),(0.10410421252376567+0j),(0.48154856377359356+0j),(0.07182216349709479+0j),(0.04228511978562427+0j),(0.5458550574953848+0j),(0.3558765974878804+0j),(0.37767008228540666+0j)
(0.41608508629180396+0j),(0.45996144217407486+0j),(0.08786837678905197+0j),(0.47247290738204784+0j),(0.12689063168379897+0j),(0.06017676050955156+0j),(0.14189060638090167+0j),(0.5869427175929709+0j)
(0.3731393269827865+0j),(0.18003573642921744+0j),(0.6658913317098255+0j),(0.035426675610780826+0j),(0.3034337376113106+0j),(0.3106099955944206+0j),(0.36179430644539073+0j),(0.2534603294716336+0j)
(0.42303873925987856+0j),(0.30373719568990293+0j),(0.4204633901910369+0j),(0.636853929236428+0j),(0.2406033780049072+0j),(0.07492993325939754+0j),(0.2366064773254747+0j),(0.16408060777260688+0j)
(0.4920665229130358+0j),(0.43754755627544945+0j),(0.3979314556673975+0j),(0.2603878615928558+0j),(0.2162343242420268+0j),(0.19996106469620153+0j),(0.24533879086829186+0j),(0.4397028069862907+0j)
(0.021590495485451063+0j),(0.31505721895233435+0j),(0.3861058809648894+0j),(0.03067966963867722+0j),(0.6105402768455032+0j),(0.4441496385445562+0j),(0.3567608344142841+0j),(0.23010254627900598+0j)
(0.16688610415283184+0j),(0.05590110634566712+0j),(0.40845057925076245+0j),(0.2996864616235841+0j),(0.4278635458225277+0j),(0.23464177269302067+0j),(0.43910335721307003+0j),(0.5305134399118789+0j)
(0.34288392696232595+0j),(0.24570518699586297+0j),(0.18256521461841607+0j),(0.13748198328792194+0j),(0.5290743196412795+0j),(0.5327955332437985+0j),(0.3697116220217917+0j),(0.2633454404206822+0j)
(0.46472890603481715+0j),(0.46850084952040605+0j),(0.26293755153075116+0j),(0.3701291873459509+0j),(0.3760030246316963+0j),(0.30197017764919964+0j),(0.024902520515844434+0j),(0.3538613122598521+0j)
(0.5006297403159818+0j),(0.06798809012826036+0j),(0.4694689503626814+0j),(0.24357365807984988+0j),(0.24188345250907634+0j),(0.4077625136757231+0j),(0.48947860881741106+0j),(0.02551626540354071+0j)
(0.03132776038118283+0j),(0.1297350945639854+0j),(0.10022772758035293+0j),(0.31881081558251695+0j),(0.20812759961742358+0j),(0.1617377572486335+0j),(0.8445780631029406+0j),(0.2961640400903169+0j)
(0.5655949930713686+0j),(0.055746477589335514+0j),(0.38901255049711225+0j),(0.2946849478024198+0j),(0.24755985147079504+0j),(0.17575030887121426+0j),(0.39724488748053755+0j),(0.43456541439166885+0j)
(0.1807672116967281+0j),(0.45841689902750227+0j),(0.019851509582596193+0j),(0.4947981718725747+0j),(0.0017507895826049935+0j),(0.3128412442794703+0j),(0.4366731850748713+0j),(0.4726538570564368+0j)
(0.45817609483022437+0j),(0.3350012183739906+0j),(0.06966824347352925+0j),(0.4682549284052836+0j),(0.39651501407422424+0j),(0.028569540969699263+0j),(0.28000692835649066+0j),(0.4661418804445747+0j)
(0.3121801224251773+0j),(0.23407566184107223+0j),(0.5086687804223832+0j),(0.4952407290591364+0j),(0.3200721449332558+0j),(0.276186650642215+0j),(0.37094164529294904+0j),(0.16559559062084234+0j)
(0.19624870638991965+0j),(0.027365104314912063+0j),(0.18835226952818554+0j),(0.5690516820795597+0j),(0.4100802961328299+0j),(0.31212580479806534+0j),(0.5781146790801631+0j),(0.04045061837516293+0j)
(0.05151719232701049+0j),(0.3878063490579869+0j),(0.06239110788315336+0j),(0.5229608915285439+0j),(0.32031502021847286+0j),(0.36904485906115847+0j),(0.3368587766303767+0j),(0.46615642711851024+0j)
(0.3987195963398696+0j),(0.41032718259031603+0j),(0.19691122211680143+0j),(0.475803024805177+0j),(0.5414307808064206+0j),(0.12213089536686016+0j),(0.08779130828012786+0j),(0.30285504634309646+0j)
(0.4685902449193188+0j),(0.3250748616216039+0j),(0.27278073910873146+0j),(0.174812601330115+0j),(0.5045716339933849+0j),(0.2196008279014238+0j),(0.4294985964834601+0j),(0.2872187975544658+0j)
(0.4807973885671178+0j),(0.47262964512291206+0j),(0.15305165737651882+0j),(0.32116024195643406+0j),(0.3378376244969144+0j),(0.3131371898695358+0j),(0.4443426061504328+0j),(0.09621261358652153+0j)
(0.5962250583565661+0j),(0.3840684094237908+0j),(0.1385385162504943+0j),(0.5570784865210401+0j),(0.26554796313361023+0j),(0.133113393675308+0j),(0.1210316040321082+0j),(0.25415395052246564+0j)
(0.13252406170123127+0j),(0.4710802945988653+0j),(0.05795766039371283+0j),(0.30645963953358357+0j),(0.31620617393394496+0j),(0.10681721341258164+0j),(0.16457203742141444+0j),(0.7244059021248233+0j)
(0.31307038700217704+0j),(0.4190554972822339+0j),(0.2446207771655145+0j),(0.0035675149278637966+0j),(0.1237393906935205+0j),(0.18637009337976768+0j),(0.7811731800295293+0j),(0.07906064433706203+0j)
(0.3277225834676087+0j),(0.40716513677274196+0j),(0.34295946961895624+0j),(0.25532048455713424+0j),(0.4271094443347416+0j),(0.3765257443736381+0j),(0.44834683490959654+0j),(0.13709746189057687+0j)
(0.3629007833580491+0j),(0.26766413003539735+0j),(0.045968084983632765+0j),(0.34663984870100234+0j),(0.4535604145725185+0j),(0.3775231147237049+0j),(0.35474278189160136+0j),(0.4475527815396941+0j)
(0.1410339576581813+0j),(0.4410595203493093+0j),(0.47358557696392717+0j),(0.03976602314529181+0j),(0.4737754295731809+0j),(0.217414168889342+0j),(0.4152973735177099+0j),(0.3398636491884004+0j)
(0.24890445285316834+0j),(0.5464632668056789+0j),(0.4182375858148107+0j),(0.3857327887477472+0j),(0.3160062267707349+0j),(0.408505256554422+0j),(0.17606457744277584+0j),(0.13407756508096552+0j)
(0.3878341918437009+0j),(0.35633066405803165+0j),(0.06713381096613276+0j),(0.44132763199118186+0j),(0.007450257817396404+0j),(0.2982598587512789+0j),(0.4947564390050748+0j),(0.4353592614545651+0j)
(0.11238457320387658+0j),(0.1232541814112293+0j),(0.45918268237058196+0j),(0.427070049380893+0j),(0.23357778214844596+0j),(0.510936320072073+0j),(0.19877199340131765+0j),(0.4730916853637117+0j)
(0.33350817040746955+0j),(0.2638349622750944+0j),(0.646277540731308+0j),(0.1123823801897887+0j),(0.5949193645793202+0j),(0.08444985546367709+0j),(0.004330346212680294+0j),(0.16667145401751363+0j)
(0.4570094215735227+0j),(0.16625471406991937+0j),(0.23735017677667497+0j),(0.1822360507321154+0j),(0.04944285933583972+0j),(0.49638721544615827+0j),(0.15795761581209733+0j),(0.6325829602901661+0j)
(0.5569994036303185+0j),(0.08809379665888104+0j),(0.025491502265168345+0j),(0.04296144798380286+0j),(0.40722549345787956+0j),(0.4025999714286112+0j),(0.03464963219292287+0j),(0.5919254244562031+0j)
(0.837730573498821+0j),(0.41121765433690544+0j),(0.03885227422870412+0j),(0.14155633267398307+0j),(0.09722040897981937+0j),(0.3132166179179308+0j),(0.001245029208170143+0j),(0.0013508124446116308+0j)
(0.08696106682020358+0j),(0.07118379407154947+0j),(0.32598638010301373+0j),(0.46933857495909115+0j),(0.52651903122371+0j),(0.40559581914217757+0j),(0.0529785187288691+0j),(0.46506756516521447+0j)
(0.019819076363172858+0j),(0.2735836963327668+0j),(0.10774313375460927+0j),(0.4087449645644591+0j),(0.1684578373523617+0j),(0.5186532433300833+0j),(0.37021883707685227+0j),(0.5582444977571747+0j)
(0.6178185087483293+0j),(0.1217034496247498+0j),(0.4577058934394602+0j),(0.20182248900231783+0j),(0.06484744512489508+0j),(0.3805216856803816+0j),(0.38598084183946396+0j),(0.23511359799414938+0j)
(0.4553893743349893+0j),(0.42379184648248747+0j),(0.5122689485938274+0j),(0.20045302577749816+0j),(0.41507246509865037+0j),(0.30675822033774114+0j),(0.12987487235288353+0j),(0.16482371754224132+0j)
(0.11878094606165342+0j),(0.05784209058667455+0j),(0.27964898710170605+0j),(0.5155552689374222+0j),(0.5794057680212006+0j),(0.4410370959004139+0j),(0.3266596647458648+0j),(0.040165750892079785+0j)
(0.646196770325917+0j),(0.05469340198270312+0j),(0.08899273558208004+0j),(0.28150098573879023+0j),(0.1204466807257707+0j),(0.14255858483843534+0j),(0.34196937510458636+0j),(0.5835258754530129+0j)
(0.03377395895368288+0j),(0.4416900797169687+0j),(0.35916047704742177+0j),(0.5050899761301718+0j),(0.3085128743985028+0j),(0.012701505369131299+0j),(0.5203812156977234+0j),(0.23134158587853287+0j)
(0.4633165926523215+0j),(0.48284807518959466+0j),(0.26094510625690626+0j),(0.2097097658505892+0j),(0.5151652978258922+0j),(0.06426431051699666+0j),(0.25691595705600573+0j),(0.32340986720559517+0j)
(0.4714182987431164+0j),(0.22521910775875534+0j),(0.3742733548977863+0j),(0.433990820021979+0j),(0.4022434836188366+0j),(0.13463498137481036+0j),(0.1907664605611895+0j),(0.42695939416066886+0j)
(0.011775185909981533+0j),(0.3754199501045241+0j),(0.5550905248828965+0j),(0.144836696708182+0j),(0.4318396444555353+0j),(0.1044397054858779+0j),(0.46643870248822733+0j),(0.33890980031246276+0j)
(0.550539806172491+0j),(0.08353543386088189+0j),(0.4858189457444079+0j),(0.19673789003708142+0j),(0.2533347984363607+0j),(0.07894610615740394+0j),(0.22398163727670886+0j),(0.5427919731125513+0j)
(0.5889050080702173+0j),(0.20557949265618405+0j),(0.14017580065070182+0j),(0.30737570771172334+0j),(0.2709442949656674+0j),(0.2834796709214538+0j),(0.31531685959447314+0j),(0.4935611675820901+0j)
(0.41260434647663+0j),(0.2980082327933418+0j),(0.060410171250478636+0j),(0.5054881131125085+0j),(0.08832821002075145+0j),(0.09511063532012305+0j),(0.4111169163548046+0j),(0.5439817098192505+0j)
(0.37151300680953786+0j),(0.275485631739224+0j),(0.47624914237180727+0j),(0.18473088882579153+0j),(0.2688600567154729+0j),(0.4637644172644488+0j),(0.3702369904080121+0j),(0.3173458865280351+0j)
(0.696345371454702+0j),(0.2816231865300676+0j),(0.15520943463205317+0j),(0.19695739642905896+0j),(0.1788164993240198+0j),(0.179465957192895+0j),(0.031917606797915846+0j),(0.5547136342384089+0j)
(0.21028021556503604+0j),(0.07197340253505298+0j),(0.2659786269809718+0j),(0.5086876197185266+0j),(0.470186897243747+0j),(0.1493909295066757+0j),(0.40420958643840105+0j),(0.4629423051273152+0j)
(0.5945440392211655+0j),(0.2563868631596434+0j),(0.37884211612887847+0j),(0.32244056918757485+0j),(0.48974588680685355+0j),(0.22025753368703935+0j),(0.20865134426687526+0j),(0.03733756767951777+0j)
(0.24622678528034653+0j),(0.015385758322522779+0j),(0.35876744170986+0j),(0.4567892709306436+0j),(0.5538032579222699+0j),(0.3246416766437736+0j),(0.11914784840716548+0j),(0.41890172702377687+0j)
(0.3391428395652044+0j),(0.24912887115285198+0j),(0.7028775768576756+0j),(0.3013976198822106+0j),(0.18909529272214318+0j),(0.3909653115594956+0j),(0.0030196105412266332+0j),(0.22230497967762466+0j)
(0.23683511959064152+0j),(0.5025097819607366+0j),(0.46275243907261737+0j),(0.3690466895502842+0j),(0.2513239164676417+0j),(0.10579091707786593+0j),(0.0193750681850996+0j),(0.5160687394471709+0j)
(0.41521665387282863+0j),(0.5348403181104802+0j),(0.030253589879038235+0j),(0.3869052375893343+0j),(0.34118303616087686+0j),(0.49880652023598837+0j),(0.1592698110973346+0j),(0.01869064939036245+0j)
(0.3403898308035715+0j),(0.37562903384121843+0j),(0.5266020057152794+0j),(0.24491807181721484+0j),(0.3040956480191978+0j),(0.3777208795967517+0j),(0.17568327575216725+0j),(0.37380639144942346+0j)
(0.395610598188232+0j),(0.44642261387359444+0j),(0.49919273882449233+0j),(0.03283232768298503+0j),(0.22493179038815234+0j),(0.3665696637464342+0j),(0.45653182255867414+0j),(0.023212463723135082+0j)
(0.027472513437051295+0j),(0.34726653650040373+0j),(0.5592951817857706+0j),(0.31373983859662935+0j),(0.1709047537090601+0j),(0.1653048767360577+0j),(0.6324684310748014+0j),(0.10419680187869912+0j)
(0.3281867654982018+0j),(0.5587299571992232+0j),(0.3922057022946721+0j),(0.3545899230705571+0j),(0.46074276782016294+0j),(0.23265081918567984+0j),(0.030189048492610216+0j),(0.18229995888397818+0j)
(0.04503907224907528+0j),(0.20551569464667838+0j),(0.5086118045509525+0j),(0.5231677596414718+0j),(0.39101592144818575+0j),(0.1797646254532528+0j),(0.3220110862894109+0j),(0.3666666029029291+0j)
(0.49123056981412216+0j),(0.3973377703793863+0j),(0.30318766351149806+0j),(0.49787188290040957+0j),(0.048944112791962445+0j),(0.3388273826908841+0j),(0.2514868595548298+0j),(0.28385011970188134+0j)
(0.27780080597496803+0j),(0.1121814007931551+0j),(0.503142020131192+0j),(0.39745506822036236+0j),(0.031735762443838335+0j),(0.5861388580360881+0j),(0.21994869081300852+0j),(0.3258470127711723+0j)
(0.14436507500634088+0j),(0.05480456228017588+0j),(0.3109031339980455+0j),(0.696780847617065+0j),(0.11052261485495596+0j),(0.052721478847684175+0j),(0.5940522495793056+0j),(0.16154875047313857+0j)
(0.5778885920418773+0j),(0.3708958746295924+0j),(0.42359573502353204+0j),(0.20424363005675103+0j),(0.03994898386879777+0j),(0.24317272893701442+0j),(0.1987765149373655+0j),(0.4550727611275499+0j)
(0.012537110893761106+0j),(0.28992225016177037+0j),(0.4684260586783185+0j),(0.10184860727756187+0j),(0.41423615915537404+0j),(0.40227313137980114+0j),(0.42347999570789085+0j),(0.41622256535611857+0j)
(0.09732102850253946+0j),(0.6964897318973607+0j),(0.3144931995532886+0j),(0.2329894941356657+0j),(0.2187166560565111+0j),(0.3760498971476807+0j),(0.21162457844812896+0j),(0.3438097305854225+0j)
(0.5593103327920921+0j),(0.4620621420101257+0j),(0.09819812882592338+0j),(0.28191529414782646+0j),(0.28630656000705623+0j),(0.021026374745388585+0j),(0.22198239682126403+0j),(0.502853541040654+0j)
(0.5399173888923706+0j),(0.5040369861772954+0j),(0.19871269753407103+0j),(0.2851759301914324+0j),(0.1302718409393757+0j),(0.21537653837091417+0j),(0.27964435173737173+0j),(0.43825233956494863+0j)
(0.6504629504713753+0j),(0.1414281433034553+0j),(0.2280417871109115+0j),(0.6381080492641924+0j),(0.22881354818229258+0j),(0.047974212164422984+0j),(0.19026910890211376+0j),(0.08277434671652514+0j)
(0.26978443771044275+0j),(0.1633435821494177+0j),(0.5263443802584687+0j),(0.27496689140704333+0j),(0.4709332191188377+0j),(0.301653969949844+0j),(0.4698777286082312+0j),(0.11971524147730395+0j)
(0.14104778206263185+0j),(0.1630846176173758+0j),(0.4922296154959549+0j),(0.45160589729416906+0j),(0.3103335851777272+0j),(0.4704999988981674+0j),(0.17008939281805893+0j),(0.4008284735744033+0j)
(0.12876523854434316+0j),(0.44552147670012615+0j),(0.4676913727153079+0j),(0.3961322097749338+0j),(0.40843306489307724+0j),(0.18515040586655576+0j),(0.3881691049628758+0j),(0.23979300254568134+0j)
(0.27085928833316936+0j),(0.3432640357426968+0j),(0.6195026767443577+0j),(0.06339457346258254+0j),(0.1485415962556019+0j),(0.0378979699584344+0j),(0.44318953670468225+0j),(0.44842477837616795+0j)
(0.14147566659746563+0j),(0.5485290767035906+0j),(0.2752738483572946+0j),(0.41383363085708785+0j),(0.21013869608753738+0j),(0.11542539157094778+0j),(0.6102189399213027+0j),(0.04709644256584782+0j)
(0.41863904491506937+0j),(0.27191183278159153+0j),(0.21605187664600556+0j),(0.5101608842889404+0j),(0.007784306435173193+0j),(0.012374221239745383+0j),(0.6622525904656599+0j),(0.07120782013779156+0j)
(0.17227657812437566+0j),(0.49211588500805903+0j),(0.24904920168618716+0j),(0.2993770779709401+0j),(0.27498333904604494+0j),(0.5260933285730546+0j),(0.4696873244902184+0j),(0.05911333833220261+0j)
(0.09264563016889725+0j),(0.10339187639474016+0j),(0.25005775575622385+0j),(0.32661314536660657+0j),(0.18759084316862193+0j),(0.002566315815773274+0j),(0.4959869866003037+0j),(0.7282320220037325+0j)
(0.4059842679776366+0j),(0.07857724121237981+0j),(0.43236746749196675+0j),(0.4674940882156645+0j),(0.32407772362902915+0j),(0.3555172713483824+0j),(0.43526779627805773+0j),(0.05131360638049374+0j)
(0.5743839922975746+0j),(0.06322428821945333+0j),(0.38204515023813757+0j),(0.1041464733521946+0j),(0.36354858483574326+0j),(0.1430860886279457+0j),(0.15528992944487865+0j),(0.5766494338481148+0j)
(0.503487817240062+0j),(0.3900408129856506+0j),(0.018780054483187737+0j),(0.27714769504404546+0j),(0.28823810207680833+0j),(0.6292000189327522+0j),(0.1948407573270257+0j),(0.01636639093163016+0j)
(0.15832923390997722+0j),(0.30167422866629784+0j),(0.6024477465956255+0j),(0.12513587818650135+0j),(0.39894329501180203+0j),(0.30706319520629793+0j),(0.4926977993402847+0j),(0.09553825464433525+0j)
(0.12823177018565793+0j),(0.6278445650545159+0j),(0.5000377401954941+0j),(0.0322687474167912+0j),(0.19916371588422244+0j),(0.2781564710905268+0j),(0.3937604407339033+0j),(0.2573019796767783+0j)
(0.2839500906139772+0j),(0.14520842199577408+0j),(0.2062222930327663+0j),(0.2714793745614753+0j),(0.6739230974962163+0j),(0.16458487940283176+0j),(0.5482784947289097+0j),(0.01372383389184987+0j)
(0.3177995686721728+0j),(0.2030920119090192+0j),(0.3555952706311069+0j),(0.3440865121062234+0j),(0.4228669468674575+0j),(0.3073659173501969+0j),(0.3604154274474474+0j),(0.45795633230498295+0j)
(0.1053333524475651+0j),(0.2518914146260129+0j),(0.5094605098764265+0j),(0.4474398973713156+0j),(0.2582237144224768+0j),(0.1946635023522424+0j),(0.489876875360158+0j),(0.34806667229978683+0j)
(0.6712433308126513+0j),(0.3308270158841123+0j),(0.0308730359616627+0j),(0.397553810284177+0j),(0.34923085504957635+0j),(0.3235715171986384+0j),(0.17082422766330707+0j),(0.15856249986091026+0j)
(0.3008977105464577+0j),(0.23107865398274866+0j),(0.3951662985393755+0j),(0.5812334842809795+0j),(0.05687585064399481+0j),(0.42060168596430086+0j),(0.17875538682111192+0j),(0.38727293704911414+0j)
