(0.3034180619635907+0j),(0.5249494417472192+0j),(0.06778998431493943+0j),(0.03968810456356006+0j),(0.20663513651081525+0j),(0.37972798432418275+0j),(0.5515371143873985+0j),(0.36757356460951507+0j)
(0.43531547635733+0j),(0.20032688606715726+0j),(0.02490903681521307+0j),(0.4801096077284439+0j),(0.20858411625914158+0j),(0.47023788350164913+0j),(0.5002750595293485+0j),(0.15600558769285947+0j)
(0.1377586025559137+0j),(0.014448046726896663+0j),(0.7298452238896466+0j),(0.18748745984941978+0j),(0.1908597652122613+0j),(0.08553778606113674+0j),(0.3860114004163163+0j),(0.4692965574770574+0j)
(0.18448978289698087+0j),(0.138568155073134+0j),(0.7285609734673211+0j),(0.22039585976587284+0j),(0.395372342327392+0j),(0.10981215416128995+0j),(0.4114638324777527+0j),(0.17235566607568356+0j)
(0.06626086336776808+0j),(0.4879814089537124+0j),(0.206218165614817+0j),(0.500342253760334+0j),(0.25641181414567155+0j),(0.23162351837002923+0j),(0.433841694808195+0j),(0.3962325717607835+0j)
(0.45460546997340767+0j),(0.4369789150422068+0j),(0.33776718954033697+0j),(0.007499216707781968+0j),(0.48803429350776883+0j),(0.26221199821620045+0j),(0.2673526241364175+0j),(0.33140662729763937+0j)
(0.3084431244871154+0j),(0.07051774966304857+0j),(0.5233059778460376+0j),(0.4773193124074371+0j),(0.14160119277965771+0j),(0.4093120064493118+0j),(0.35190182202402376+0j),(0.2945931172457504+0j)
(0.2900253643378147+0j),(0.4084801446136063+0j),(0.0581469050393604+0j),(0.46071158434761206+0j),(0.33184947421435657+0j),(0.2526990368827735+0j),(0.4572999778672399+0j),(0.38767110602186666+0j)
(0.3573132955216925+0j),(0.45331187826167824+0j),(0.42441215166210466+0j),(0.0021237877433657984+0j),(0.47423881712123017+0j),(0.3077960099814547+0j),(0.3389388684079582+0j),(0.22844029630243945+0j)
(0.662255993698521+0j),(0.6517179247551609+0j),(0.0738173132443071+0j),(0.1717793056930958+0j),(0.02968888403070446+0j),(0.13367484026625184+0j),(0.004165260218283441+0j),(0.2880206201234875+0j)
(0.5926236352702065+0j),(0.19088471858016653+0j),(0.20367202277017865+0j),(0.0962384631864346+0j),(0.2244486262524836+0j),(0.6745451683109218+0j),(0.1662563132880114+0j),(0.1690756778769641+0j)
(0.31157556211527315+0j),(0.23178284296200707+0j),(0.3095286018230928+0j),(0.1741334806028286+0j),(0.42126641203243476+0j),(0.18719960921153628+0j),(0.7061664525666006+0j),(0.10902667591675391+0j)
(0.16632840394806758+0j),(0.5432115590996042+0j),(0.40377954223938695+0j),(0.1406062686756588+0j),(0.5894764745548591+0j),(0.12677204349980442+0j),(0.2648741982470436+0j),(0.24644678252103347+0j)
(0.3583574780344536+0j),(0.04968702877590204+0j),(0.09048366783111982+0j),(0.2404766585814747+0j),(0.2804840293865144+0j),(0.46436585657435864+0j),(0.43753585058245675+0j),(0.5633384769423073+0j)
(0.03971098750575818+0j),(0.12840042057597062+0j),(0.3453987142320885+0j),(0.08528645246955485+0j),(0.37702309302435827+0j),(0.44708950045733187+0j),(0.6297637918526284+0j),(0.34164960277712714+0j)
(0.41152542661894786+0j),(0.3212109279128156+0j),(0.33369373574382283+0j),(0.152212973954431+0j),(0.3333258778653371+0j),(0.3925898698835374+0j),(0.4106899200166891+0j),(0.398811869341392+0j)
(0.5148284823262359+0j),(0.1549391899608152+0j),(0.5114374542073481+0j),(0.24877817807274508+0j),(0.010584156119732697+0j),(0.057002928036936656+0j),(0.5496131310966493+0j),(0.2864448947166794+0j)
(0.5272582200995025+0j),(0.5204683663673115+0j),(0.031118168372683077+0j),(0.43933661414072317+0j),(0.3815884106209483+0j),(0.08834968145406692+0j),(0.27048330514303975+0j),(0.17478514904471068+0j)
(0.4732169359075667+0j),(0.22728547480706182+0j),(0.15753007704563476+0j),(0.202310404975602+0j),(0.33808919352247657+0j),(0.4488273961119283+0j),(0.48878596030429255+0j),(0.32248995350042287+0j)
(0.10851939869579241+0j),(0.3918056475696586+0j),(0.13076383935314076+0j),(0.052642735135736016+0j),(0.47532255710013366+0j),(0.45710517953358976+0j),(0.5804128200404136+0j),(0.2075709885373387+0j)
(0.18911434875419453+0j),(0.44758495808933435+0j),(0.13464009512144445+0j),(0.40452309267279923+0j),(0.47050602348567855+0j),(0.5363714105532043+0j),(0.2137833058796629+0j),(0.16541786662749194+0j)
(0.031189992924211315+0j),(0.1778815057333144+0j),(0.2471047768940787+0j),(0.024934661012414597+0j),(0.011421480094148811+0j),(0.18486117208671543+0j),(0.8377027255028702+0j),(0.41188941077430946+0j)
(0.28460398042258594+0j),(0.2862759033509106+0j),(0.5749958253505263+0j),(0.531309705158271+0j),(0.10195081972585318+0j),(0.21923728863173186+0j),(0.23289069753826994+0j),(0.3338254695991755+0j)
(0.5989678617426535+0j),(0.18770279669702952+0j),(0.4373760366220462+0j),(0.1638174764114781+0j),(0.12098535794709067+0j),(0.39163457172856214+0j),(0.06149878890772355+0j),(0.4648376082835766+0j)
(0.45207578386256225+0j),(0.22606320742751534+0j),(0.38386952822824477+0j),(0.20757654690831032+0j),(0.36728284037966435+0j),(0.29102752176874347+0j),(0.3962669490265672+0j),(0.4212574939500144+0j)
(0.5233240073405916+0j),(0.0038293137648882786+0j),(0.45223536704715545+0j),(0.12165437905152891+0j),(0.19309518198104617+0j),(0.39686731329965996+0j),(0.3800239541132822+0j),(0.409381344441229+0j)
(0.5654041776854901+0j),(0.11387295245373912+0j),(0.45214109678640935+0j),(0.13029098450417864+0j),(0.4149466305853322+0j),(0.2331270277737115+0j),(0.025838470977092753+0j),(0.4677041913579767+0j)
(0.26704123755313786+0j),(0.04909968017322679+0j),(0.6528778197849265+0j),(0.27288160264772787+0j),(0.2575020455946094+0j),(0.39564215197093056+0j),(0.4104764333758625+0j),(0.1850228741634341+0j)
(0.3817761466109766+0j),(0.333899161823433+0j),(0.0934036277023504+0j),(0.17253092973240455+0j),(0.37065756728008914+0j),(0.24002770061862566+0j),(0.3887457988007933+0j),(0.598450949450889+0j)
(0.2050459462629348+0j),(0.23967755797783555+0j),(0.4333907695255795+0j),(0.5617674681775757+0j),(0.4225378583622608+0j),(0.09649750625421538+0j),(0.36162100089224913+0j),(0.2801442877542588+0j)
(0.5395613768697078+0j),(0.42528849103751887+0j),(0.35771785311884424+0j),(0.05926363427491432+0j),(0.3156187581689274+0j),(0.15589967204661387+0j),(0.5204452049179872+0j),(0.04178348501030222+0j)
(0.5460173091670335+0j),(0.05546414690964241+0j),(0.0986194679247848+0j),(0.10246430775629892+0j),(0.530322936884889+0j),(0.31666381373177604+0j),(0.17393282079425149+0j),(0.5165201624496573+0j)
(0.34057330741386+0j),(0.11601606388676498+0j),(0.5449837842162131+0j),(0.561083889851587+0j),(0.33683038002410726+0j),(0.15764892678548983+0j),(0.34698655973407694+0j),(0.004480739660292151+0j)
(0.16742245847968545+0j),(0.5359558009715563+0j),(0.1490229431858147+0j),(0.3954275491272052+0j),(0.36290375233934585+0j),(0.5736366341012229+0j),(0.20344492966070826+0j),(0.06326416637747455+0j)
(0.31220218125812765+0j),(0.18132408801935163+0j),(0.41018703400435175+0j),(0.49026882600460453+0j),(0.3175337574157988+0j),(0.28825774142650823+0j),(0.38654643685472556+0j),(0.3573458941535578+0j)
(0.5636509653279342+0j),(0.004405436695501904+0j),(0.24611532838288402+0j),(0.32436907290469996+0j),(0.38657455142775593+0j),(0.41256256704643685+0j),(0.2756906969335779+0j),(0.3476161894605921+0j)
(0.4675904463251299+0j),(0.1325341837595015+0j),(0.11890305586972526+0j),(0.46896466970520007+0j),(0.5072831249912461+0j),(0.22278340381265302+0j),(0.4326368970200992+0j),(0.18863925343201085+0j)
(0.5749097441072981+0j),(0.28729715460065486+0j),(0.2708367327608671+0j),(0.2923144750654211+0j),(0.2995886959719494+0j),(0.13096024726335573+0j),(0.07811894717637778+0j),(0.5613664577778905+0j)
(0.4328204335935124+0j),(0.0979931591619359+0j),(0.4003729324007391+0j),(0.4667771575544339+0j),(0.37105676158349427+0j),(0.13383178228192094+0j),(0.5186459227242842+0j),(0.01722654299371258+0j)
(0.4209104471370659+0j),(0.3891402254425502+0j),(0.24237095582887877+0j),(0.35583865977070717+0j),(0.4147840449304139+0j),(0.41653334500495565+0j),(0.12493396163335331+0j),(0.35339089153134934+0j)
(0.37340774241745495+0j),(0.08098847410194485+0j),(0.4912101515301691+0j),(0.007672509229182548+0j),(0.4380176408139738+0j),(0.06484712087822848+0j),(0.4149550078448268+0j),(0.49437736933969717+0j)
(0.15616768560963085+0j),(0.2662115072347055+0j),(0.10405857101234962+0j),(0.29113012962729523+0j),(0.4126604433758427+0j),(0.5520982911658837+0j),(0.1854709217650723+0j),(0.5474098294270924+0j)
(0.34361368078730253+0j),(0.1663282260895495+0j),(0.3666758640770632+0j),(0.4663698996487591+0j),(0.18389713779801264+0j),(0.2367783633243512+0j),(0.3712524126830876+0j),(0.5240247918131139+0j)
(0.546818772576701+0j),(0.12735119441473144+0j),(0.028475380843102475+0j),(0.4388977982747785+0j),(0.045999893019979796+0j),(0.17670294175597995+0j),(0.5952341583453133+0j),(0.32200179432748993+0j)
(0.6066283834254067+0j),(0.4288341657665205+0j),(0.48544122982154003+0j),(0.0030171761985253827+0j),(0.10616702197600536+0j),(0.0050737311953504656+0j),(0.3356132839891086+0j),(0.2975021277868407+0j)
(0.561191194928783+0j),(0.5795299303212255+0j),(0.45083775259588+0j),(0.1859676702450232+0j),(0.2374865166057259+0j),(0.21650572674219282+0j),(0.0793107084634941+0j),(0.042498062256373065+0j)
(0.4468764151809426+0j),(0.31466211518254267+0j),(0.30273377120412476+0j),(0.03732292026186059+0j),(0.5299508623830621+0j),(0.11044518999817644+0j),(0.45269477460041607+0j),(0.3320690752459907+0j)
(0.29248506132765417+0j),(0.1591271677494072+0j),(0.11092167058571033+0j),(0.4121728627938549+0j),(0.3034600572158926+0j),(0.5778087092196237+0j),(0.06919276243734525+0j),(0.5255496155509699+0j)
(0.4317939273621578+0j),(0.1794067765653117+0j),(0.19147840499785904+0j),(0.5060974903414759+0j),(0.3222606129671881+0j),(0.25460503956788155+0j),(0.2673142027381055+0j),(0.49843359806125054+0j)
(0.6116964949257455+0j),(0.05803202379796804+0j),(0.1393330185410415+0j),(0.38963979719349945+0j),(0.04987722309667361+0j),(0.4128604143199914+0j),(0.11133212023145399+0j),(0.515645731685213+0j)
(0.3099976436434594+0j),(0.04907579684395009+0j),(0.44497537231976564+0j),(0.07317525933027623+0j),(0.024663717034604928+0j),(0.2011611308902315+0j),(0.58216316254326+0j),(0.5640454584597743+0j)
(0.14509769266435457+0j),(0.3848473839700682+0j),(0.3326632064409348+0j),(0.1904195172329385+0j),(0.5320501818318777+0j),(0.3809734352316306+0j),(0.48108627293143535+0j),(0.15573243987526422+0j)
(0.4652084586438228+0j),(0.09181065543907672+0j),(0.13189771783138793+0j),(0.03475219871623767+0j),(0.1299646615384376+0j),(0.6031887979832445+0j),(0.08508338114407632+0j),(0.6071082681541772+0j)
(0.4544925229252356+0j),(0.3354608041576873+0j),(0.09275617154919186+0j),(0.10967269292603257+0j),(0.5843360340023359+0j),(0.26909390845164854+0j),(0.21675001769413849+0j),(0.44657595790083493+0j)
(0.230008024348037+0j),(0.10587553361104274+0j),(0.4980314280030545+0j),(0.06268024394907384+0j),(0.2666045450854129+0j),(0.32047479299001297+0j),(0.10810671506871997+0j),(0.7060123409776006+0j)
(0.019713401025401638+0j),(0.502174623329985+0j),(0.43725833967223415+0j),(0.10760386426185702+0j),(0.4290021226954585+0j),(0.3202684993296282+0j),(0.3912466544025599+0j),(0.32399059363681965+0j)
(0.0583288232777062+0j),(0.3234172732295312+0j),(0.17130743562585204+0j),(0.5672625114197976+0j),(0.3811597061509445+0j),(0.4005890845438666+0j),(0.48482611793646574+0j),(0.007437775655408138+0j)
(0.3170574437897579+0j),(0.3823761290963035+0j),(0.3944334836425939+0j),(0.260223226735323+0j),(0.05623061624846902+0j),(0.4473079684011596+0j),(0.23642986285523962+0j),(0.5204073324188014+0j)
(0.17760187141279668+0j),(0.1567727256472019+0j),(0.4791839022389372+0j),(0.5649963338420666+0j),(0.4817874111849346+0j),(0.1260140647560148+0j),(0.08818107441333466+0j),(0.37318529226994424+0j)
(0.05002998968770786+0j),(0.23371875066555564+0j),(0.4980788604773996+0j),(0.3671227832719529+0j),(0.16905275140566883+0j),(0.46611134342973887+0j),(0.5324962086342137+0j),(0.17498579092559072+0j)
(0.025002354896285803+0j),(0.4411441786407309+0j),(0.053237056272850344+0j),(0.03139925401348509+0j),(0.45746116613393606+0j),(0.49909114530006204+0j),(0.42206182062509134+0j),(0.4055215509944175+0j)
(0.511370626832442+0j),(0.41920729367008247+0j),(0.2399049866889401+0j),(0.43069928812749486+0j),(0.4450649939553249+0j),(0.11176502677768743+0j),(0.32679514880110455+0j),(0.04837053007816468+0j)
(0.2466800916260919+0j),(0.4127173975567221+0j),(0.5809514075894875+0j),(0.2968961001693351+0j),(0.06322233556789777+0j),(0.10989664656268522+0j),(0.559374895205517+0j),(0.11910852130228196+0j)
(0.49902714625859834+0j),(0.07542615722769938+0j),(0.16722004543679+0j),(0.5363660833044588+0j),(0.018965402311445823+0j),(0.09153772546573463+0j),(0.5670420160866464+0j),(0.3152081748808716+0j)
(0.17994783574761358+0j),(0.08430177340253264+0j),(0.41541850611947156+0j),(0.0061406329913603+0j),(0.4736164270622923+0j),(0.4584691572242769+0j),(0.29818863630752895+0j),(0.5142750177470571+0j)
(0.1990965562264988+0j),(0.49350035379006735+0j),(0.06259279196513441+0j),(0.23651095767748867+0j),(0.17808800702174063+0j),(0.400032450504769+0j),(0.19318040402965325+0j),(0.6541427238741002+0j)
(0.24217979944068022+0j),(0.5911655196077207+0j),(0.4557867488091589+0j),(0.43120119508887417+0j),(0.026550251719640924+0j),(0.2372013003000243+0j),(0.3090102271906184+0j),(0.21386806422398075+0j)
(0.47308369347239876+0j),(0.46400869042986737+0j),(0.40307359481844873+0j),(0.13568924177612388+0j),(0.44646690819525087+0j),(0.2556528758481389+0j),(0.33847133359872844+0j),(0.027457681829942373+0j)
(0.5827444713178459+0j),(0.14845782724198886+0j),(0.5777432797375852+0j),(0.2270856075791894+0j),(0.3132183811902018+0j),(0.29667774231184046+0j),(0.04314019671198993+0j),(0.2550087656464189+0j)
(0.19395835489204594+0j),(0.11679328634672399+0j),(0.2613430592926412+0j),(0.40800138820634296+0j),(0.3131523980620545+0j),(0.024711758724908314+0j),(0.6654355300607481+0j),(0.41532471310366426+0j)
(0.4210549797641108+0j),(0.1391616083260806+0j),(0.06231118933111381+0j),(0.4816053946068236+0j),(0.18538354834160248+0j),(0.7166271868649019+0j),(0.1160918984324141+0j),(0.07823935405166724+0j)
(0.27417904746058286+0j),(0.4755895978254826+0j),(0.24340333861103797+0j),(0.40254877965275543+0j),(0.4145434012285264+0j),(0.10788072309683193+0j),(0.5188768801124721+0j),(0.1569457883908255+0j)
(0.4115810595410038+0j),(0.17095099077663278+0j),(0.5209833720857658+0j),(0.5260921703196472+0j),(0.41593593875942614+0j),(0.2639971186867548+0j),(0.03513217325111325+0j),(0.09617011539017822+0j)
(0.2768141365849862+0j),(0.4004994425396327+0j),(0.2530213413489916+0j),(0.5158919577161891+0j),(0.24569140765425423+0j),(0.20549017324936786+0j),(0.2614573629207011+0j),(0.5117219825014707+0j)
(0.07181853926316957+0j),(0.07046046563092458+0j),(0.5801490492768299+0j),(0.4084296138140945+0j),(0.13536334773342049+0j),(0.08907268787663623+0j),(0.5383556094241958+0j),(0.41280238559191135+0j)
(0.21635976829864514+0j),(0.012831504339198732+0j),(0.22756928416350392+0j),(0.6024515063342253+0j),(0.13213412904220823+0j),(0.4512072179026805+0j),(0.31106279268263404+0j),(0.469553792490641+0j)
(0.31445462463706986+0j),(0.2053710445205334+0j),(0.05398970818116887+0j),(0.3610199289474729+0j),(0.48061893920156334+0j),(0.42444281979533033+0j),(0.3223368732857797+0j),(0.4589590543343473+0j)
(0.42352319207190336+0j),(0.015344582619431347+0j),(0.46509234179945147+0j),(0.5391787167929133+0j),(0.04213441494123839+0j),(0.4705489353510099+0j),(0.2975638473996284+0j),(0.040400764309998095+0j)
(0.4224587905436486+0j),(0.30371964000406+0j),(0.4697490625243283+0j),(0.43866628996664553+0j),(0.1657051579007462+0j),(0.47842103827440274+0j),(0.07498117738969039+0j),(0.23285959007823218+0j)
(0.025348529116979695+0j),(0.0611716075691341+0j),(0.6608396213191757+0j),(0.35043977660067954+0j),(0.27391345995531186+0j),(0.3577049198627686+0j),(0.2794385730159831+0j),(0.3937399332578282+0j)
(0.005910271311698125+0j),(0.42289507907802354+0j),(0.23154707151942017+0j),(0.2797625109876843+0j),(0.4825276003436016+0j),(0.34957455633575446+0j),(0.5701539678117967+0j),(0.09556625638284237+0j)
(0.07794165608352341+0j),(0.3071650851202063+0j),(0.28853987521609203+0j),(0.4411316300154067+0j),(0.32241069979345466+0j),(0.5088897322017374+0j),(0.1275862535306143+0j),(0.4924699616917232+0j)
(0.4432613243842458+0j),(0.44441109428594094+0j),(0.2914017588007335+0j),(0.10519111483051576+0j),(0.08898341933598092+0j),(0.3702845705447688+0j),(0.5214817776346383+0j),(0.3050673129065454+0j)
(0.3649770466122615+0j),(0.49463927768525084+0j),(0.06689024284465701+0j),(0.3710841291613616+0j),(0.3373523395444311+0j),(0.45349175864206476+0j),(0.3617746497967891+0j),(0.17205734952619128+0j)
(0.5533825669156045+0j),(0.09664653173934928+0j),(0.3408676039273744+0j),(0.5288380793006302+0j),(0.11001480062497265+0j),(0.2871166301623964+0j),(0.3699546201920691+0j),(0.23908389393110838+0j)
(0.4205244106427546+0j),(0.4033221487750045+0j),(0.31995519939150424+0j),(0.047471773632102185+0j),(0.471522701776163+0j),(0.3359051931758942+0j),(0.3300960660387813+0j),(0.3342696449642647+0j)
(0.30905917238082714+0j),(0.2521948508955347+0j),(0.14339255953214525+0j),(0.14433689703312652+0j),(0.13601780513443884+0j),(0.7731032465386586+0j),(0.012874288169772579+0j),(0.4279373771437166+0j)
(0.38302748581204754+0j),(0.2768651960045439+0j),(0.4338666219431135+0j),(0.4715205944571576+0j),(0.32768771928272283+0j),(0.47698899235542663+0j),(0.0635954097007958+0j),(0.16468629386909386+0j)
(0.4870014461001313+0j),(0.41957303139872154+0j),(0.4153587458861137+0j),(0.42313401616563984+0j),(0.12954430282484705+0j),(0.15563306344481312+0j),(0.4106931041596313+0j),(0.1598454777679134+0j)
(0.547325209050121+0j),(0.24757336347729664+0j),(0.17533025881282496+0j),(0.18467022460517846+0j),(0.03166112172693315+0j),(0.2407059571825865+0j),(0.45021099904190554+0j),(0.5591663666684333+0j)
(0.43693138970121836+0j),(0.11519042109478839+0j),(0.37954296661845327+0j),(0.48788760073694476+0j),(0.3546640771797088+0j),(0.3417204571586366+0j),(0.38648705628322194+0j),(0.14765916823030698+0j)
(0.3649629780273683+0j),(0.46875911588321184+0j),(0.07915402911205437+0j),(0.414191872528768+0j),(0.3750957873912626+0j),(0.43759674036952845+0j),(0.22099506146455689+0j),(0.2970186429498899+0j)
(0.11280966018152165+0j),(0.703694356007659+0j),(0.0037368201997932857+0j),(0.5589040110481189+0j),(0.20099900412560173+0j),(0.21971034690869262+0j),(0.27307672273424766+0j),(0.12828267148884795+0j)
(0.03767419545856119+0j),(0.17490543484069906+0j),(0.1863632092133649+0j),(0.3973420002087948+0j),(0.8155709967991949+0j),(0.2627293209344156+0j),(0.1487698199043327+0j),(0.13806385033181878+0j)
(0.24748139291025653+0j),(0.07680018780589193+0j),(0.013050332393046447+0j),(0.2099474210384032+0j),(0.18150677232336176+0j),(0.11917249506016213+0j),(0.15846591362256354+0j),(0.9035199072414457+0j)
(0.002309372332012909+0j),(0.4360800615041881+0j),(0.10366387976580552+0j),(0.4099880216605007+0j),(0.4470250617288024+0j),(0.2908092152543383+0j),(0.5168892656304767+0j),(0.28180942225242933+0j)
(0.39462599181676367+0j),(0.36399520255840206+0j),(0.33644617962247525+0j),(0.14631394644759652+0j),(0.5340464405623911+0j),(0.05948019717457863+0j),(0.462184786988142+0j),(0.27352466896591615+0j)
(0.3855345310276683+0j),(0.061975194623157176+0j),(0.022006170154949024+0j),(0.8057387528983317+0j),(0.29162231092901536+0j),(0.21531405350444816+0j),(0.16325166018400658+0j),(0.19941958973160137+0j)
(0.13370265517965507+0j),(0.2244639239666566+0j),(0.4729663225018744+0j),(0.4348768658056428+0j),(0.2681523983207448+0j),(0.46322469879839107+0j),(0.3260626103762336+0j),(0.3551406200565125+0j)
